Host,HostTaxID,HostNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms
ammospermophilus nelsoni,NA,TRUE,ammospermophilus,sciuridae,rodentia,mammalia,Ammospermophilus nelsoni,"NA"
ammotragus lervia,9899,TRUE,ammotragus,bovidae,artiodactyla,mammalia,Ammotragus lervia,"NA"
ammotragus lervia,NA,TRUE,ammotragus,bovidae,cetartiodactyla,mammalia,Ammotragus lervia,"NA"
amphiprion ocellaris,80972,TRUE,amphiprion,pomacentridae,NA,actinopteri,Amphiprion ocellaris,"NA"
amphiprion percula,161767,TRUE,amphiprion,pomacentridae,NA,actinopteri,Amphiprion percula,"NA"
amphiprion sebae,229075,TRUE,amphiprion,pomacentridae,NA,actinopteri,Amphiprion sebae,"NA"
anabas testudineus,64144,TRUE,anabas,anabantidae,anabantiformes,actinopteri,Anabas testudineus,"NA"
anarhichas lupus,8204,TRUE,anarhichas,anarhichadidae,perciformes,actinopteri,Anarhichas lupus,"NA"
anas acuta,28680,TRUE,anas,anatidae,anseriformes,aves,Anas acuta,"Anas acuta acuta, NA"
anas bahamensis,75834,TRUE,anas,anatidae,anseriformes,aves,Anas bahamensis,"NA"
anas capensis,8837,TRUE,anas,anatidae,anseriformes,aves,Anas capensis,"NA"
anas carolinensis,75836,TRUE,anas,anatidae,anseriformes,aves,"Anas carolinensis, Anas crecca carolinensis","Anas carolinensis, NA"
anas castanea,45631,TRUE,anas,anatidae,anseriformes,aves,Anas castanea,"NA"
anas crecca,75839,TRUE,anas,anatidae,anseriformes,aves,Anas crecca,"NA"
anas cyanoptera,75840,TRUE,anas,anatidae,anseriformes,aves,Anas cyanoptera,"NA"
anas diazi,75841,TRUE,anas,anatidae,anseriformes,aves,Anas diazi,"NA"
anas erythrorhyncha,75843,TRUE,anas,anatidae,anseriformes,aves,Anas erythrorhyncha,"Anas erythrorhynchos, NA"
anas flavirostris,75845,TRUE,anas,anatidae,anseriformes,aves,Anas flavirostris,"NA"
anas fulvigula,75846,TRUE,anas,anatidae,anseriformes,aves,Anas fulvigula,"NA"
anas georgica,75847,TRUE,anas,anatidae,anseriformes,aves,Anas georgica,"NA"
anas gibberifrons,75848,TRUE,anas,anatidae,anseriformes,aves,Anas gibberifrons,"NA"
anas gracilis,45630,TRUE,anas,anatidae,anseriformes,aves,Anas gracilis,"NA"
anas melleri,75852,TRUE,anas,anatidae,anseriformes,aves,Anas melleri,"NA"
anas platalea,75853,TRUE,anas,anatidae,anseriformes,aves,Anas platalea,"NA"
anas platyrhynchos,8839,TRUE,anas,anatidae,anseriformes,aves,Anas platyrhynchos,"Anas oustaleti, NA"
anas platyrhynchos,8840,TRUE,anas,anatidae,anseriformes,aves,Anas platyrhynchos platyrhynchos,"NA"
anas platyrhynchos domesticus,NA,FALSE,NA,NA,NA,NA,Anas platyrhynchos domesticus,"NA"
anas poecilorhyncha,75854,TRUE,anas,anatidae,anseriformes,aves,Anas poecilorhyncha,"Anas poecilorhynca, NA"
anas puna,75855,TRUE,anas,anatidae,anseriformes,aves,Anas puna,"NA"
anas querquedula,75856,TRUE,anas,anatidae,anseriformes,aves,Anas querquedula,"NA"
anas rubripes,75857,TRUE,anas,anatidae,anseriformes,aves,Anas rubripes,"NA"
anas smithii,75859,TRUE,anas,anatidae,anseriformes,aves,Anas smithii,"NA"
anas superciliosa,45632,TRUE,anas,anatidae,anseriformes,aves,Anas superciliosa,"Anas oustaleti, NA"
anas undulata,75862,TRUE,anas,anatidae,anseriformes,aves,Anas undulata,"NA"
anas versicolor,75863,TRUE,anas,anatidae,anseriformes,aves,Anas versicolor,"NA"
anastomus oscitans,1706835,TRUE,anastomus,ciconiidae,ciconiiformes,aves,Anastomus oscitans,"NA"
anaxyrus americanus,8389,TRUE,anaxyrus,bufonidae,anura,amphibia,Anaxyrus americanus,"Bufo americanus, Bufo americanus americanus, Bufo terrestris americanus, Bufo americanus charlesmithi, Bufo terrestris copei, Bufo copei, Bufo terrestris charlesmithi, Anaxyrus americanus americanus, Anaxyrus americanus charlesmithi, Chilophryne americana, Incilius americanus, Bufo copeii, Anaxyrus charlesmithi, Bufo americanus quadripunctatus, Bufo lentiginosus americanus, Bufo americanus copei, Bufo americanus alani, NA"
anaxyrus boreas,30325,TRUE,anaxyrus,bufonidae,anura,amphibia,Anaxyrus boreas,"Bufo boreas, Bufo boreas boreas, Bufo boreas halophilus, Bufo politus, Bufo halophila, Anaxyrus boreas boreas, Anaxyrus boreas halophilus, Bufo columbiensis, Bufo lamentor, Bufo pictus, Bufo halophilus, Bufo nestor, Bufo lentiginosus pictus, Bufo columbiensis columbiensis, Bufo columbiensis halophilus, Bufo halophilus columbiensis, Bufo canagicus halophilus, Bufo halophilus halophilus, NA"
anaxyrus boreas,439429,TRUE,anaxyrus,bufonidae,anura,amphibia,Anaxyrus boreas boreas,"NA"
anaxyrus fowleri,192200,TRUE,anaxyrus,bufonidae,anura,amphibia,Anaxyrus fowleri,"Bufo woodhousii fowleri, Bufo fowleri, Bufo woodhousii velatus, Bufo hobarti, Bufo lentiginosus fowleri, Bufo compactilis fowleri, NA"
anaxyrus terrestris,47559,TRUE,anaxyrus,bufonidae,anura,amphibia,Anaxyrus terrestris,"Bufo terrestris, Rana terrestris, Buffo clamosus, Rana lentiginosa, Bufo erythronotus, Bufo lentiginosus pachycephalus, Bufo lentiginosus lentiginosus, Bufo clamosus, Bufo lentiginosus, Telmatobius lentiginosus, Chilophryne lentiginosa, Incilius lentiginosus, NA"
andrias davidianus,141262,TRUE,andrias,cryptobranchidae,caudata,amphibia,Andrias davidianus,"NA"
anguilla anguilla,7936,TRUE,anguilla,anguillidae,anguilliformes,actinopteri,Anguilla anguilla,"NA"
anguilla anguilla,7936,TRUE,anguilla,anguillidae,anguilliformes,actinopterygii,Anguilla anguilla,Anguilla vulgaris
anguilla australis,7940,TRUE,anguilla,anguillidae,anguilliformes,actinopteri,Anguilla australis,"NA"
anguilla dieffenbachii,61127,TRUE,anguilla,anguillidae,anguilliformes,actinopteri,Anguilla dieffenbachii,"NA"
anguilla japonica,7937,TRUE,anguilla,anguillidae,anguilliformes,actinopteri,Anguilla japonica,"NA"
anguilla japonica,7937,TRUE,anguilla,anguillidae,anguilliformes,actinopterygii,Anguilla japonica,Muraena pekinensis
anguilla marmorata,7939,TRUE,anguilla,anguillidae,anguilliformes,actinopteri,Anguilla marmorata,"NA"
anguilla rostrata,7938,TRUE,anguilla,anguillidae,anguilliformes,actinopteri,Anguilla rostrata,"NA"
anguilla rostrata,7938,TRUE,anguilla,anguillidae,anguilliformes,actinopterygii,Anguilla rostrata,"NA"
anhinga anhinga,56067,TRUE,anhinga,anhingidae,pelecaniformes,aves,Anhinga anhinga,"NA"
anhinga melanogaster,2039642,TRUE,anhinga,anhingidae,pelecaniformes,aves,Anhinga melanogaster,"NA"
anodorhynchus hyacinthinus,51900,TRUE,anodorhynchus,psittacidae,psittaciformes,aves,Anodorhynchus hyacinthinus,"NA"
anolis allogus,141892,TRUE,anolis,dactyloidae,squamata,lepidosauria,Anolis allogus,"NA"
anolis carolinensis,28377,TRUE,anolis,dactyloidae,squamata,lepidosauria,Anolis carolinensis,"NA"
anolis carolinensis,28377,TRUE,anolis,dactyloidae,squamata,reptilia,Anolis carolinensis,"Anolis baccatus, Norops baccatus"
anolis distichus,933497,TRUE,anolis,dactyloidae,squamata,lepidosauria,Anolis distichus ignigularis,"NA"
anolis distichus,933499,TRUE,anolis,dactyloidae,squamata,lepidosauria,Anolis distichus ravitergum,"NA"
anolis sagrei,38937,TRUE,anolis,dactyloidae,squamata,lepidosauria,Anolis sagrei,"NA"
anolis sagrei,38937,TRUE,anolis,dactyloidae,squamata,reptilia,Anolis sagrei,Norops sagrei
anoplopoma fimbria,229290,TRUE,anoplopoma,anoplopomatidae,perciformes,actinopterygii,Anoplopoma fimbria,"NA"
anoura caudifer,27642,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura caudifer,"NA"
anoura caudifer,NA,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura caudifer,"Anoura caudifera, Glossophaga caudifer"
anoura geoffroyi,148021,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura geoffroyi,"NA"
anoura geoffroyi,NA,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura geoffroyi,"NA"
anourosorex squamipes,127560,TRUE,anourosorex,soricidae,eulipotyphla,mammalia,Anourosorex squamipes,"NA"
anourosorex yamashinai,268756,TRUE,anourosorex,soricidae,eulipotyphla,mammalia,Anourosorex yamashinai,"NA"
anous stolidus,297802,TRUE,anous,laridae,charadriiformes,aves,Anous stolidus,"NA"
anous tenuirostris,297803,TRUE,anous,laridae,charadriiformes,aves,Anous tenuirostris,"NA"
anser albifrons,50365,TRUE,anser,anatidae,anseriformes,aves,Anser albifrons,"NA"
anser anser,8843,TRUE,anser,anatidae,anseriformes,aves,Anser anser,"NA"
anser anser,8848,TRUE,anser,anatidae,anseriformes,aves,Anser anser domesticus,"NA"
anser brachyrhynchus,132585,TRUE,anser,anatidae,anseriformes,aves,Anser brachyrhynchus,"Anser fabalis brachyrhynchus, NA"
anser caerulescens,8849,TRUE,anser,anatidae,anseriformes,aves,"Anser caerulescens, Chen caerulescens","Anser caerulescens, Anser hyperboreus, NA"
anser caerulescens,70340,TRUE,anser,anatidae,anseriformes,aves,Anser caerulescens caerulescens,"NA"
anser caerulescens,440516,TRUE,anser,anatidae,anseriformes,aves,Anser caerulescens atlantica,"NA"
anser canagicus,107021,TRUE,anser,anatidae,anseriformes,aves,"Anser canagica, Chen canagica","NA"
anser cygnoides,8845,TRUE,anser,anatidae,anseriformes,aves,Anser cygnoides,"NA"
anser cygnoides,381198,TRUE,anser,anatidae,anseriformes,aves,Anser cygnoides domesticus,"NA"
anser erythropus,132586,TRUE,anser,anatidae,anseriformes,aves,Anser erythropus,"NA"
anser fabalis,132587,TRUE,anser,anatidae,anseriformes,aves,Anser fabalis,"NA"
anser indicus,8846,TRUE,anser,anatidae,anseriformes,aves,Anser indicus,"NA"
anser rossii,56281,TRUE,anser,anatidae,anseriformes,aves,Anser rossii,"Anser rossii, NA"
anseranas semipalmata,8851,TRUE,anseranas,anseranatidae,anseriformes,aves,Anseranas semipalmata,"NA"
antaresia maculosa,51891,TRUE,antaresia,pythonidae,squamata,lepidosauria,Antaresia maculosa,"NA"
antaresia perthensis,461324,TRUE,antaresia,pythonidae,squamata,lepidosauria,Antaresia perthensis,"NA"
antaresia stimsoni,461325,TRUE,antaresia,pythonidae,squamata,lepidosauria,Antaresia stimsoni,"NA"
antennarius striatus,241820,TRUE,antennarius,antennariidae,lophiiformes,actinopteri,Antennarius striatus,"NA"
anthochaera chrysoptera,266367,TRUE,anthochaera,meliphagidae,passeriformes,aves,Anthochaera chrysoptera,"NA"
anthornis melanura,698975,TRUE,anthornis,meliphagidae,passeriformes,aves,Anthornis melanura,"NA"
anthus berthelotii,45798,TRUE,anthus,motacillidae,passeriformes,aves,Anthus berthelotii,"NA"
anthus novaeseelandiae,1108006,TRUE,anthus,motacillidae,passeriformes,aves,Anthus novaeseelandiae,"NA"
anthus rufulus,1463608,TRUE,anthus,motacillidae,passeriformes,aves,Anthus rufulus,"NA"
anthus trivialis,45804,TRUE,anthus,motacillidae,passeriformes,aves,Anthus trivialis,"NA"
antidorcas marsupialis,59523,TRUE,antidorcas,bovidae,artiodactyla,mammalia,Antidorcas marsupialis,"NA"
antidorcas marsupialis,NA,TRUE,antidorcas,bovidae,cetartiodactyla,mammalia,Antidorcas marsupialis,"NA"
antigone antigone,2717063,TRUE,antigone,gruidae,gruiformes,aves,Grus antigone,"NA"
antigone canadensis,96785,TRUE,antigone,gruidae,gruiformes,aves,Antigone canadensis pulla,"NA"
antigone canadensis,1977160,TRUE,antigone,gruidae,gruiformes,aves,"Antigone canadensis, Grus canadensis","NA"
antigone vipio,2717088,TRUE,antigone,gruidae,gruiformes,aves,Antigone vipio,"NA"
antilocapra americana,9891,TRUE,antilocapra,antilocapridae,artiodactyla,mammalia,Antilocapra americana,"NA"
antilocapra americana,NA,TRUE,antilocapra,antilocapridae,cetartiodactyla,mammalia,Antilocapra americana,"Antilocapra anteflexa, Antilope americana"
antilope cervicapra,59525,TRUE,antilope,bovidae,artiodactyla,mammalia,Antilope cervicapra,"NA"
antilope cervicapra,NA,TRUE,antilope,bovidae,cetartiodactyla,mammalia,Antilope cervicapra,"NA"
antrostomus carolinensis,279965,TRUE,antrostomus,caprimulgidae,caprimulgiformes,aves,"Antrostomus carolinensis, Caprimulgus carolinensis","Caprimulgus carolinensis, NA"
antrozous dubiaquercus,249033,TRUE,antrozous,vespertilionidae,chiroptera,mammalia,Bauerus dubiaquercus,"NA"
antrozous pallidus,9440,TRUE,antrozous,vespertilionidae,chiroptera,mammalia,Antrozous pallidus,"NA"
antrozous pallidus,NA,TRUE,antrozous,vespertilionidae,chiroptera,mammalia,Antrozous pallidus,"NA"
aonyx cinereus,452597,TRUE,aonyx,mustelidae,carnivora,mammalia,Aonyx cinereus,"NA"
aotus azarae,NA,TRUE,aotus,aotidae,primates,mammalia,Aotus azarae,Aotus azarai
aotus azarai,30591,TRUE,aotus,aotidae,primates,mammalia,"Aotus azarai, Aotus azarae","NA"
aotus griseimembra,292213,TRUE,aotus,aotidae,primates,mammalia,Aotus griseimembra,"NA"
aotus lemurinus,43147,TRUE,aotus,aotidae,primates,mammalia,Aotus lemurinus,"NA"
aotus nancymaae,37293,TRUE,aotus,aotidae,primates,mammalia,Aotus nancymaae,"NA"
aotus trivirgatus,9505,TRUE,aotus,aotidae,primates,mammalia,Aotus trivirgatus,"NA"
aotus trivirgatus,NA,TRUE,aotus,aotidae,primates,mammalia,Aotus trivirgatus,"Cheirogaleus commersonii, Nyctipithecus duruculi, Nyctipithecus felinus"
aotus vociferans,57176,TRUE,aotus,aotidae,primates,mammalia,Aotus vociferans,"NA"
aphelocoma californica,142466,TRUE,aphelocoma,corvidae,passeriformes,aves,Aphelocoma californica,"NA"
aphelocoma coerulescens,39617,TRUE,aphelocoma,corvidae,passeriformes,aves,Aphelocoma coerulescens,"Aphelocoma coerulescens coerulescens, NA"
aplodinotus grunniens,225389,TRUE,aplodinotus,sciaenidae,NA,actinopteri,Aplodinotus grunniens,"NA"
aplodinotus grunniens,225389,TRUE,aplodinotus,sciaenidae,NA,actinopterygii,Aplodinotus grunniens,"NA"
apodemus agrarius,39030,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus agrarius,"NA"
apodemus agrarius,129305,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus agrarius ningpoensis,"NA"
apodemus agrarius,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus agrarius,"Mus harti, Mus ningpoensis, Mus rubens, Mus agrarius albostriatus, Apodemus agrarius caucasicus, Apodemus agrarius coreae, Apodemus agrarius gloveri, Apodemus agrarius insulaemus, Mus agrarius maculatus, Mus agrarius mantchuricus, Apodemus agrarius nikolskii, Apodemus agrarius ognevi, Apodemus agrarius pallidior, Apodemus agrarius septentrionalis, Apodemus agrarius tianschanicus, Apodemus agrarius volgensis"
apodemus argenteus,61837,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus argenteus,"NA"
apodemus argenteus,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus argenteus,"Micromys geisha, Micromys geisha celatus, Micromys geisha hokkaidi, Apodemus geisha sagax, Apodemus geisha tanei, Apodemus geisha yakui"
apodemus chevrieri,129246,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus chevrieri,"NA"
apodemus draco,129247,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus draco,"NA"
apodemus flavicollis,54292,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus flavicollis,"NA"
apodemus flavicollis,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus flavicollis,"Apodemus arianus, Mus arianus, Mus cellarius, Mus erythronotus, Apodemus flavicollis brauneri, Mus sylvaticus fennicus, Mus sylvaticus princeps, Apodemus flavicollis samariensis, Apodemus flavicollis saturatus, Sylvaemus sylvaticus stankovici, Mus sylvaticus typicus, Mus sylvaticus wintoni"
apodemus ilex,256595,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus ilex,"NA"
apodemus latronum,214933,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus latronum,"NA"
apodemus mystacinus,100382,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus mystacinus,"NA"
apodemus mystacinus,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus mystacinus,"Apodemus mystacinus euxinus, Apodemus flavicollis pohlei, Apodemus mystacinus rhodius, Mus mystacinus smyrnensis"
apodemus pallipes,262051,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus pallipes,"NA"
apodemus pallipes,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus pallipes,"Apodemus wardi, Micromys sylvaticus pentax, Micromys sylvaticus wardi"
apodemus peninsulae,105297,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus peninsulae,"NA"
apodemus peninsulae,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus peninsulae,"Apodemus nigritalus, Apodemus praetor, Mus tscherga, Micromys speciosus giliacus, Mus sylvaticus major, Sylvimus sylvaticus majusculus, Mus major rufulus"
apodemus ponticus,134909,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus ponticus,"NA"
apodemus ponticus,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus ponticus,"Apodemus flavicollis argyropuloi, Apodemus flavicollis parvus"
apodemus speciosus,105296,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus speciosus,"NA"
apodemus speciosus,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus speciosus,"Micromys speciosus ainu, Apodemus speciosus dorsalis, Apodemus speciosus insperatus, Micromys speciosus navigator, Apodemus speciosus sadoensis, Apodemus speciosus tusimaensis"
apodemus sylvaticus,10129,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus sylvaticus,"NA"
apodemus sylvaticus,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus sylvaticus,"Mus algirus, Mus chamaeropsis, Musculus dichrurus, Mus hayi, Mus hebridensis, Mus hirtensis, Mus intermedius, Mus islandicus, Mus pecchioli, Mus reboudia, Mus sylvaticus albus, Mus sylvaticus alpinus, Mus sylvaticus bergensis, Apodemus sylvaticus butei, Micromys sylvaticus callipides, Mus sylvaticus candidus, Mus sylvaticus celticus, Apodemus sylvaticus creticus, Apodemus hebridensis cumbrae, Apodemus hebridensis fiolagan, Sylvaemus sylvaticus flaviventris, Mus sylvaticus flavobrunneus, Mus sylvaticus fridariensis, Apodemus hebridensis ghia, Apodemus sylvaticus grandiculus, Apodemus fridariensis grantii, Mus sylvaticus griseus, Apodemus hebridensis hamiltoni, Mus sylvaticus isabellinus, Apodemus hebridensis larus, Mus sylvaticus leucocephalus, Apodemus hebridensis maclean, Apodemus sylvaticus maximus, Apodemus hebridensis nesiticus, Mus sylvaticus niger, Mus sylvaticus parvus, Apodemus sylvaticus spadix, Apodemus fridariensis thuleo, Apodemus hebridensis tirae, Apodemus hebridensis tural, Mus sylvaticus varius"
apodemus uralensis,134910,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus uralensis,"NA"
apodemus uralensis,NA,TRUE,apodemus,muridae,rodentia,mammalia,Apodemus uralensis,"Mus major, Apodemus microtis, Mus tokmak, Sylvaemus sylvaticus baessleri, Sylvaemus sylvaticus ciscaucasicus, Mus sylvaticus mosquensis, Apodemus arianus pallidus"
aprosmictus erythropterus,274068,TRUE,aprosmictus,psittacidae,psittaciformes,aves,Aprosmictus erythropterus,"NA"
aptenodytes forsteri,9233,TRUE,aptenodytes,spheniscidae,sphenisciformes,aves,Aptenodytes forsteri,"NA"
aptenodytes patagonicus,9234,TRUE,aptenodytes,spheniscidae,sphenisciformes,aves,Aptenodytes patagonicus,"NA"
apteryx australis,8822,TRUE,apteryx,apterygidae,apterygiformes,aves,Apteryx australis mantelli,"NA"
apteryx rowi,308060,TRUE,apteryx,apterygidae,apterygiformes,aves,Apteryx rowi,"NA"
aquila adalberti,52408,TRUE,aquila,accipitridae,accipitriformes,aves,Aquila adalberti,"NA"
aquila audax,8961,TRUE,aquila,accipitridae,accipitriformes,aves,Aquila audax,"NA"
aquila chrysaetos,8962,TRUE,aquila,accipitridae,accipitriformes,aves,Aquila chrysaetos,"NA"
aquila fasciata,252784,TRUE,aquila,accipitridae,accipitriformes,aves,Hieraaetus fasciatus,"NA"
aquila heliaca,52410,TRUE,aquila,accipitridae,accipitriformes,aves,Aquila heliaca,"Aquila heliaca heliaca, NA"
aquila rapax,252781,TRUE,aquila,accipitridae,accipitriformes,aves,Aquila rapax,"NA"
ara ambiguus,467031,TRUE,ara,psittacidae,psittaciformes,aves,Ara ambiguus,"Ara ambigua, NA"
ara ararauna,9226,TRUE,ara,psittacidae,psittaciformes,aves,Ara ararauna,"NA"
ara chloropterus,176013,TRUE,ara,psittacidae,psittaciformes,aves,Ara chloropterus,"Ara chloroptera, NA"
ara glaucogularis,303304,TRUE,ara,psittacidae,psittaciformes,aves,Ara glaucogularis,"NA"
ara macao,176014,TRUE,ara,psittacidae,psittaciformes,aves,Ara macao,"NA"
ara militaris,57237,TRUE,ara,psittacidae,psittaciformes,aves,Ara militaris,"Ara milstaris, NA"
ara rubrogenys,467030,TRUE,ara,psittacidae,psittaciformes,aves,Ara rubrogenys,"NA"
ara severus,178883,TRUE,ara,psittacidae,psittaciformes,aves,"Ara severus, Ara severa","Ara severa, NA"
aratinga jandaya,231027,TRUE,aratinga,psittacidae,psittaciformes,aves,Aratinga jandaya,"NA"
aratinga nenday,51908,TRUE,aratinga,psittacidae,psittaciformes,aves,"Aratinga nenday, Nandayus nenday","NA"
aratinga solstitialis,176015,TRUE,aratinga,psittacidae,psittaciformes,aves,Aratinga solstitialis,"NA"
