original,name,type,taxid,fuzzy,different
Peromyscus adenovirus M-6/USA/2010,Peromyscus adenovirus M-6/USA/2010,virus,1074211,false,false
Carrizal virus,Carrizal virus,virus,1000586,false,false
Rio Segundo hantavirus,Rio Segundo hantavirus,virus,37207,false,false
Avipoxvirus PAPV/NZL/2002,Avipoxvirus PAPV/NZL/2002,virus,986727,false,false
Avipoxvirus PTPV/NZL/2005,Avipoxvirus PTPV/NZL/2005,virus,986726,false,false
Black robin associated gemykibivirus 1,Black robin associated gemykibivirus 1,virus,1391037,false,false
Phacochoerus africanus cytomegalovirus 1,Phacochoerus africanus cytomegalovirus 1,virus,230456,false,false
Suid gammaherpesvirus 3,Suid gammaherpesvirus 3,virus,1960249,false,false
Suiformes rhadinovirus genogroup 1,Suiformes rhadinovirus genogroup 1,virus,379730,false,false
Avipoxvirus Japanese cormorant/Iwakuni/2017,Avipoxvirus Japanese cormorant/Iwakuni/2017,virus,2582417,false,false
Avipoxvirus Japanese cormorant/Miyoshi/2017,Avipoxvirus Japanese cormorant/Miyoshi/2017,virus,2582418,false,false
Avipoxvirus Japanese cormorant/Yamanashi/2017,Avipoxvirus Japanese cormorant/Yamanashi/2017,virus,2734904,false,false
Avipoxvirus Japanese cormorant/Yamanashi/2019,Avipoxvirus Japanese cormorant/Yamanashi/2019,virus,2734905,false,false
Capsicum chlorosis orthotospovirus,Capsicum chlorosis orthotospovirus,virus,2560373,false,false
Cymbidium mosaic virus,Cymbidium mosaic virus,virus,12178,false,false
Groundnut bud necrosis tospovirus,Groundnut bud necrosis tospovirus,virus,1933261,false,false
Impatiens necrotic spot tospovirus,Impatiens necrotic spot tospovirus,virus,1933294,false,false
Odontoglossum ringspot virus,Odontoglossum ringspot virus,virus,12238,false,false
Burpengary virus,Burpengary virus,virus,2614061,false,false
Koala hepacivirus,Koala hepacivirus,virus,2777466,false,false
Koala retrovirus,Koala retrovirus,virus,394239,false,false
Phascolarctid gammaherpesvirus 1,Phascolarctid gammaherpesvirus 1,virus,2249313,false,false
Phascolarctid herpesvirus 1,Phascolarctid herpesvirus 1,virus,1130095,false,false
Phascolarctid herpesvirus 2,Phascolarctid herpesvirus 2,virus,1210004,false,false
Farmington virus,Farmington virus,virus,1027468,false,false
Jingmen ascaridia virus 1,Jingmen ascaridia virus 1,virus,1923346,false,false
Jingmen birna-like virus,Jingmen birna-like virus,virus,1923347,false,false
Jingmen bunya-like virus 1,Jingmen bunya-like virus 1,virus,1923348,false,false
Jingmen picobirna-like virus 1,Jingmen picobirna-like virus 1,virus,1923349,false,false
Jingmen picorna-like virus,Jingmen picorna-like virus,virus,1923350,false,false
Jingmen tombus-like virus 1,Jingmen tombus-like virus 1,virus,1923351,false,false
Jingmen tombus-like virus 2,Jingmen tombus-like virus 2,virus,1938656,false,false
Jingmen toti-like virus 1,Jingmen toti-like virus 1,virus,1923352,false,false
Araguari virus,Araguari virus,virus,352236,false,false
Tai Forest hepadnavirus,Tai Forest hepadnavirus,virus,2557875,false,false
Philantomba monticola polyomavirus 1,Philantomba monticola polyomavirus 1,virus,2170411,false,false
Avipoxvirus PCcPV1/NZL/2006,Avipoxvirus PCcPV1/NZL/2006,virus,986723,false,false
Avipoxvirus PCcPV2/NZL/2007,Avipoxvirus PCcPV2/NZL/2007,virus,986720,false,false
Ribbon seal picornavirus,Ribbon seal picornavirus,virus,2730083,false,false
Phocid gammaherpesvirus 3,Phocid gammaherpesvirus 3,virus,2560643,false,false
Aquamavirus A,Aquamavirus A,virus,1330066,false,false
Harbor seal coronavirus 1,Harbor seal coronavirus 1,virus,679171,false,false
Harbor seal picornavirus,Harbor seal picornavirus,virus,2730082,false,false
Hepatovirus B,Hepatovirus B,virus,1987123,false,false
Phocid herpesvirus 5,Phocid herpesvirus 5,virus,672021,false,false
Phocid herpesvirus 6,Phocid herpesvirus 6,virus,1204578,false,false
Phocine adenovirus 2,Phocine adenovirus 2,virus,1204572,false,false
Seal anellovirus 2,Seal anellovirus 2,virus,1427157,false,false
Seal anellovirus 3,Seal anellovirus 3,virus,1427156,false,false
Seal anellovirus TFFN/USA/2006,Seal anellovirus TFFN/USA/2006,virus,991022,false,false
Torque teno seal virus 4,Torque teno seal virus 4,virus,2560818,false,false
Torque teno seal virus 5,Torque teno seal virus 5,virus,2560819,false,false
Dyopipapillomavirus 1,Dyopipapillomavirus 1,virus,1513252,false,false
Harbor porpoise alphavirus,Harbor porpoise alphavirus,virus,2730539,false,false
Harbour porpoise adenovirus 1,Harbour porpoise adenovirus 1,virus,1958807,false,false
Harbour porpoise rhabdovirus,Harbour porpoise rhabdovirus,virus,2598784,false,false
Omikronpapillomavirus 1,Omikronpapillomavirus 1,virus,82676,false,false
Phocoena adenovirus 1,Phocoena adenovirus 1,virus,1088787,false,false
Phocoena pestivirus,Phocoena pestivirus,virus,2653709,false,false
Phocoena phocoena herpesvirus type 2,Phocoena phocoena herpesvirus type 2,virus,1809460,false,false
Phocoena phocoena herpesvirus type 3,Phocoena phocoena herpesvirus type 3,virus,1809459,false,false
Phocoena phocoena papillomavirus 5,Phocoena phocoena papillomavirus 5,virus,1163706,false,false
Phocoena phocoena papillomavirus SW1999/152,Phocoena phocoena papillomavirus SW1999/152,virus,706532,false,false
Phocoenid herpesvirus 1,Phocoenid herpesvirus 1,virus,1720233,false,false
Upsilonpapillomavirus 3,Upsilonpapillomavirus 3,virus,1513275,false,false
Phocoena spinipinnis papillomavirus IAS50.2,Phocoena spinipinnis papillomavirus IAS50.2,virus,706531,false,false
Avipoxvirus isolate Midway Islands,Avipoxvirus isolate Midway Islands,virus,1294104,false,false
Avipoxvirus FGPV_KD09.ZAF,Avipoxvirus FGPV_KD09.ZAF,virus,1367515,false,false
Avipoxvirus flamingo/KD09/ZAF,Avipoxvirus flamingo/KD09/ZAF,virus,704179,false,false
Flamingopox virus FGPVKD09,Flamingopox virus FGPVKD09,virus,2059380,false,false
Phoenicopterid herpesvirus 1,Phoenicopterid herpesvirus 1,virus,1643444,false,false
Avipoxvirus flamingo/PT-29021/Portugal/2010,Avipoxvirus flamingo/PT-29021/Portugal/2010,virus,1006326,false,false
Flamingo poxvirus,Flamingo poxvirus,virus,503979,false,false
Barley yellow dwarf virus-RMV,Barley yellow dwarf virus-RMV,virus,1939642,false,false
Barley yellow dwarf virus SGV,Barley yellow dwarf virus SGV,virus,2169981,false,false
Reed chlorotic stripe virus,Reed chlorotic stripe virus,virus,1959287,false,false
Coronavirus BtCoV/KP816/Phy_dis/PAN/2011,Coronavirus BtCoV/KP816/Phy_dis/PAN/2011,virus,1269316,false,false
Coronavirus BtCoV/KP817/Phy_dis/PAN/2011,Coronavirus BtCoV/KP817/Phy_dis/PAN/2011,virus,1269317,false,false
Paramyxovirus PREDICT_PMV-33,Paramyxovirus PREDICT_PMV-33,virus,1647233,false,false
Groundnut ringspot tospovirus,Groundnut ringspot tospovirus,virus,1933292,false,false
Potato spindle tuber viroid,Potato spindle tuber viroid,virus,12892,false,false
Potato yellow mosaic Panama virus,Potato yellow mosaic Panama virus,virus,223307,false,false
Potato yellow mosaic virus,Potato yellow mosaic virus,virus,10827,false,false
Melon yellow spot orthotospovirus,Melon yellow spot orthotospovirus,virus,2560585,false,false
Watermelon silver mottle tospovirus,Watermelon silver mottle tospovirus,virus,1933300,false,false
Cucumber mosaic virus satellite RNA,Cucumber mosaic virus satellite RNA,virus,12436,false,false
Tomato marchitez virus,Tomato marchitez virus,virus,470166,false,false
Cape gooseberry ilarvirus 1,Cape gooseberry ilarvirus 1,virus,2116599,false,false
Pepper yellow mosaic virus,Pepper yellow mosaic virus,virus,160358,false,false
Physalis rugose mosaic virus,Physalis rugose mosaic virus,virus,2607629,false,false
Potato mop-top virus,Potato mop-top virus,virus,37128,false,false
Potato virus S,Potato virus S,virus,12169,false,false
Potato virus V,Potato virus V,virus,40640,false,false
Potato virus X,Potato virus X,virus,12183,false,false
Potato virus Y,Potato virus Y,virus,12216,false,false
Potato yellow vein virus,Potato yellow vein virus,virus,103881,false,false
Potato yellowing virus,Potato yellowing virus,virus,936004,false,false
Southern tomato virus,Southern tomato virus,virus,591166,false,false
Tobacco leaf curl betasatellite,Tobacco leaf curl betasatellite,virus,205323,false,false
Tobacco mosaic virus,Tobacco mosaic virus,virus,12242,false,false
Tomato chlorotic spot tospovirus,Tomato chlorotic spot tospovirus,virus,1933297,false,false
Chilli veinal mottle virus,Chilli veinal mottle virus,virus,52280,false,false
Avipoxvirus isolate Colorado,Avipoxvirus isolate Colorado,virus,1294096,false,false
Colobus badius cytomegalovirus 1,Colobus badius cytomegalovirus 1,virus,203137,false,false
Piliocolobus badius adenovirus 1,Piliocolobus badius adenovirus 1,virus,1076324,false,false
Piliocolobus badius adenovirus 2,Piliocolobus badius adenovirus 2,virus,1076325,false,false
Piliocolobus badius adenovirus 3,Piliocolobus badius adenovirus 3,virus,1076326,false,false
Piliocolobus badius lymphocryptovirus 1,Piliocolobus badius lymphocryptovirus 1,virus,212719,false,false
Piliocolobus badius lymphocryptovirus 2,Piliocolobus badius lymphocryptovirus 2,virus,691500,false,false
Piliocolobus badius polyomavirus 1,Piliocolobus badius polyomavirus 1,virus,1236405,false,false
Piliocolobus rufomitratus polyomavirus 1,Piliocolobus rufomitratus polyomavirus 1,virus,1236407,false,false
Etaarterivirus ugarco 1,Etaarterivirus ugarco 1,virus,2501969,false,false
Bat astrovirus Pa/Sichuan/A367/2005,Bat astrovirus Pa/Sichuan/A367/2005,virus,627553,false,false
Huangpi virus,Huangpi virus,virus,1314972,false,false
Mamastrovirus 16,Mamastrovirus 16,virus,1239580,false,false
Pipistrellus abramus bat coronavirus HKU5-related,Pipistrellus abramus bat coronavirus HKU5-related,virus,2691590,false,false
Pipistrellus bat alphacoronavirus,Pipistrellus bat alphacoronavirus,virus,2023657,false,false
Pipistrellus bat coronavirus HKU5,Pipistrellus bat coronavirus HKU5,virus,694008,false,false
Taiwan bat lyssavirus,Taiwan bat lyssavirus,virus,2026129,false,false
Coronavirus PREDICT CoV-34,Coronavirus PREDICT CoV-34,virus,2042559,false,false
Scotophilus bat coronavirus 512,Scotophilus bat coronavirus 512,virus,693999,false,false
Paramyxovirus PREDICT_PMV-174,Paramyxovirus PREDICT_PMV-174,virus,2711090,false,false
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,virus,2492656,false,false
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,virus,2492657,false,false
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,virus,2492658,false,false
Alphacoronavirus P.kuh/Iprima/Spain/2007,Alphacoronavirus P.kuh/Iprima/Spain/2007,virus,1076424,false,false
Alphacoronavirus Pipistrellus kuhlii/Italy/206645-41/2010,Alphacoronavirus Pipistrellus kuhlii/Italy/206645-41/2010,virus,1429852,false,false
Alphacoronavirus Pipistrellus kuhlii/Italy/206679-3/2010,Alphacoronavirus Pipistrellus kuhlii/Italy/206679-3/2010,virus,1429853,false,false
Bat coronavirus Pikuh/CII_KSA_001/Riyadh/Saudi Arabia/2013,Bat coronavirus Pikuh/CII_KSA_001/Riyadh/Saudi Arabia/2013,virus,1381362,false,false
Bat mastadenovirus B,Bat mastadenovirus B,virus,1146874,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/206645-27/2011,Betacoronavirus Pipistrellus kuhlii/Italy/206645-27/2011,virus,1429856,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/206645-29/2011,Betacoronavirus Pipistrellus kuhlii/Italy/206645-29/2011,virus,1429857,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/206645-3/2011,Betacoronavirus Pipistrellus kuhlii/Italy/206645-3/2011,virus,1429858,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/206645-53/2011,Betacoronavirus Pipistrellus kuhlii/Italy/206645-53/2011,virus,1429859,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/206645-54/2011,Betacoronavirus Pipistrellus kuhlii/Italy/206645-54/2011,virus,1429860,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/206645-63/2011,Betacoronavirus Pipistrellus kuhlii/Italy/206645-63/2011,virus,1429861,false,false
Betacoronavirus Pipistrellus kuhlii/Italy/330375-15/2012,Betacoronavirus Pipistrellus kuhlii/Italy/330375-15/2012,virus,1429862,false,false
Kuhl's pipistrelle adenovirus 1,Kuhl's pipistrelle adenovirus 1,virus,1530277,false,false
Paramyxovirus PREDICT_PMV-118,Paramyxovirus PREDICT_PMV-118,virus,2711035,false,false
Pipistrellus kuhlii betaherpesvirus 1,Pipistrellus kuhlii betaherpesvirus 1,virus,1325396,false,false
Vaprio ledantevirus,Vaprio ledantevirus,virus,2560829,false,false
Adenovirus PREDICT_AdV-33,Adenovirus PREDICT_AdV-33,virus,2710967,false,false
Bat coronavirus BtCoV/8-691/Pip_nat/ROU/2009,Bat coronavirus BtCoV/8-691/Pip_nat/ROU/2009,virus,1284372,false,false
Bat coronavirus BtCoV/UKR-G17/Pip_nat/UKR/2011,Bat coronavirus BtCoV/UKR-G17/Pip_nat/UKR/2011,virus,1284374,false,false
Bat coronavirus P.nat/GER/1048/2013,Bat coronavirus P.nat/GER/1048/2013,virus,1746087,false,false
Nathusius's pipistrelle adenovirus 1,Nathusius's pipistrelle adenovirus 1,virus,1530282,false,false
Alphacoronavirus Pip1_Cr_FR_2014,Alphacoronavirus Pip1_Cr_FR_2014,virus,1696541,false,false
Alphacoronavirus Pip2_Cr_FR_2014,Alphacoronavirus Pip2_Cr_FR_2014,virus,1696542,false,false
Alphacoronavirus Pip3_M_FR_2014,Alphacoronavirus Pip3_M_FR_2014,virus,1696543,false,false
common pipistrelle adenovirus 2,common pipistrelle adenovirus 2,virus,1530288,false,false
Common pipistrelle adenovirus 3,Common pipistrelle adenovirus 3,virus,1530274,false,false
Common pipistrelle adenovirus 4,Common pipistrelle adenovirus 4,virus,1530275,false,false
Coronavirus P.pipi/VM312/2008/NLD,Coronavirus P.pipi/VM312/2008/NLD,virus,745728,false,false
Coronavirus P.pipi/VM314/2008/NLD,Coronavirus P.pipi/VM314/2008/NLD,virus,745741,false,false
Coronavirus PREDICT CoV-61,Coronavirus PREDICT CoV-61,virus,2042585,false,false
Paramyxovirus bat/E95/2009,Paramyxovirus bat/E95/2009,virus,1131701,false,false
Paramyxovirus PREDICT_PMV-41,Paramyxovirus PREDICT_PMV-41,virus,1647241,false,false
Parechovirus sp.,Parechovirus sp.,virus,2516502,false,false
Parechovirus sp. QAPp32,Parechovirus sp. QAPp32,virus,2529445,false,false
Pipistrellus pipistrellus betaherpesvirus 1,Pipistrellus pipistrellus betaherpesvirus 1,virus,1325397,false,false
Pipistrellus pipistrellus betaherpesvirus 2,Pipistrellus pipistrellus betaherpesvirus 2,virus,1325398,false,false
Pipistrellus pipistrellus polyomavirus 1,Pipistrellus pipistrellus polyomavirus 1,virus,2447808,false,false
Sokoluk virus,Sokoluk virus,virus,64317,false,false
Astrovirus BAstV/BS50/HUN/2013,Astrovirus BAstV/BS50/HUN/2013,virus,1511630,false,false
Bat coronavirus BtCoV/8-724/Pip_pyg/ROU/2009,Bat coronavirus BtCoV/8-724/Pip_pyg/ROU/2009,virus,1284373,false,false
Bat coronavirus P.pyg/GER/9848/2014,Bat coronavirus P.pyg/GER/9848/2014,virus,1746088,false,false
Coronavirus BtCoV/BS49/HUN/2013,Coronavirus BtCoV/BS49/HUN/2013,virus,1511621,false,false
Pipistrellus pygmaeus betaherpesvirus 1,Pipistrellus pygmaeus betaherpesvirus 1,virus,1325399,false,false
soprano pipistrelle adenovirus 1,soprano pipistrelle adenovirus 1,virus,1530302,false,false
soprano pipistrelle adenovirus 2,soprano pipistrelle adenovirus 2,virus,1530303,false,false
soprano pipistrelle adenovirus 3,soprano pipistrelle adenovirus 3,virus,1530304,false,false
soprano pipistrelle adenovirus 4,soprano pipistrelle adenovirus 4,virus,1530305,false,false
Pithecia pithecia cytomegalovirus,Pithecia pithecia cytomegalovirus,virus,1881008,false,false
Pithecia pithecia lymphocryptovirus 1,Pithecia pithecia lymphocryptovirus 1,virus,209062,false,false
Pithecia pithecia polyomavirus 1,Pithecia pithecia polyomavirus 1,virus,1236408,false,false
Avipoxvirus VIC-02,Avipoxvirus VIC-02,virus,1281442,false,false
Avipoxvirus VIC-08,Avipoxvirus VIC-08,virus,1281441,false,false
Parrot hepatitis B virus,Parrot hepatitis B virus,virus,1128118,false,false
Astrovirus BAstV/M24/HUN/2012,Astrovirus BAstV/M24/HUN/2012,virus,1511632,false,false
Astrovirus BatAstV P.aur/GER,Astrovirus BatAstV P.aur/GER,virus,1746082,false,false
Bat associated circovirus 5,Bat associated circovirus 5,virus,2003310,false,false
Bat associated cyclovirus 13,Bat associated cyclovirus 13,virus,1987738,false,false
brown long-eared bat adenovirus 1,brown long-eared bat adenovirus 1,virus,1530284,false,false
Paramyxovirus PREDICT_PMV-39,Paramyxovirus PREDICT_PMV-39,virus,1647239,false,false
Plecotus auritus rhabdovirus 1,Plecotus auritus rhabdovirus 1,virus,1272573,false,false
grey long-eared bat adenovirus 1,grey long-eared bat adenovirus 1,virus,1530291,false,false
Grey long-eared bat adenovirus Kupa/2010,Grey long-eared bat adenovirus Kupa/2010,virus,1110714,false,false
Plecotus austriacus betaherpesvirus 1,Plecotus austriacus betaherpesvirus 1,virus,1325400,false,false
Plecotus austriacus betaherpesvirus 2,Plecotus austriacus betaherpesvirus 2,virus,1325401,false,false
Ouango virus,Ouango virus,virus,864692,false,false
Podargid alphaherpesvirus 1,Podargid alphaherpesvirus 1,virus,2115843,false,false
Chickadee associated gemycircularvirus 1,Chickadee associated gemycircularvirus 1,virus,1985375,false,false
Poecivirus A,Poecivirus A,virus,2560644,false,false
Estrildidae adenovirus 1,Estrildidae adenovirus 1,virus,2609082,false,false
Estrildidae adenovirus 2,Estrildidae adenovirus 2,virus,2609083,false,false
Coastal bearded dragon adenovirus,Coastal bearded dragon adenovirus,virus,2591362,false,false
Western bearded dragon adenovirus 1,Western bearded dragon adenovirus 1,virus,1036586,false,false
Agamid adenovirus 1,Agamid adenovirus 1,virus,270904,false,false
Agamid atadenovirus Ben,Agamid atadenovirus Ben,virus,332202,false,false
Bearded dragon adenovirus 1,Bearded dragon adenovirus 1,virus,2729647,false,false
Inland bearded dragon ranavirus,Inland bearded dragon ranavirus,virus,1659215,false,false
Pogona vitticeps erythrocytic iridovirus,Pogona vitticeps erythrocytic iridovirus,virus,1448984,false,false
Squamate dependoparvovirus 2,Squamate dependoparvovirus 2,virus,2560780,false,false
Psittacine aviadenovirus C,Psittacine aviadenovirus C,virus,2734577,false,false
Psittacine aviadenovirus B,Psittacine aviadenovirus B,virus,2169709,false,false
Beihai tree frog astrovirus,Beihai tree frog astrovirus,virus,2116129,false,false
Phasianid herpesvirus 1,Phasianid herpesvirus 1,virus,1098913,false,false
Avipoxvirus isolate Chile,Avipoxvirus isolate Chile,virus,1294095,false,false
Pongo abelii polyomavirus 1,Pongo abelii polyomavirus 1,virus,1891741,false,false
Adenovirus PREDICT_AdV-91,Adenovirus PREDICT_AdV-91,virus,2711010,false,false
Bornean orangutan simian foamy virus,Bornean orangutan simian foamy virus,virus,2170193,false,false
Pongine gammaherpesvirus 2,Pongine gammaherpesvirus 2,virus,159603,false,false
Pongo pygmaeus cytomegalovirus 1,Pongo pygmaeus cytomegalovirus 1,virus,203138,false,false
Pongo pygmaeus cytomegalovirus 1.2,Pongo pygmaeus cytomegalovirus 1.2,virus,660669,false,false
Pongo pygmaeus lymphocryptovirus 1,Pongo pygmaeus lymphocryptovirus 1,virus,203134,false,false
Pongo pygmaeus lymphocryptovirus 2,Pongo pygmaeus lymphocryptovirus 2,virus,691501,false,false
Pongo pygmaeus polyomavirus 1,Pongo pygmaeus polyomavirus 1,virus,1236409,false,false
Torque teno sus virus 1a,Torque teno sus virus 1a,virus,687386,false,false
Torque teno sus virus 1b,Torque teno sus virus 1b,virus,687387,false,false
Ungulate copiparvovirus 2,Ungulate copiparvovirus 2,virus,1511890,false,false
Potamochoerus porcus polyomavirus 1,Potamochoerus porcus polyomavirus 1,virus,2170410,false,false
Paramyxovirus PREDICT_PMV-171,Paramyxovirus PREDICT_PMV-171,virus,2711087,false,false
Mastadenovirus sp. CMR-5323,Mastadenovirus sp. CMR-5323,virus,2592016,false,false
Mastadenovirus sp. CMR-5338,Mastadenovirus sp. CMR-5338,virus,2592019,false,false
Mastadenovirus sp. CMR-5339,Mastadenovirus sp. CMR-5339,virus,2592020,false,false
Paramyxovirus PREDICT_PMV-131,Paramyxovirus PREDICT_PMV-131,virus,2711048,false,false
Mastadenovirus sp. CMR-0202,Mastadenovirus sp. CMR-0202,virus,2592042,false,false
Mastadenovirus sp. CMR-5306,Mastadenovirus sp. CMR-5306,virus,2592014,false,false
Mastadenovirus sp. CMR-5558,Mastadenovirus sp. CMR-5558,virus,2592028,false,false
Mastadenovirus sp. CMR-5763,Mastadenovirus sp. CMR-5763,virus,2592029,false,false
Mastadenovirus sp. CMR-5775,Mastadenovirus sp. CMR-5775,virus,2592030,false,false
Felid gammaherpesvirus 1,Felid gammaherpesvirus 1,virus,2560468,false,false
Rock hyrax herpesvirus HDZ 2007,Rock hyrax herpesvirus HDZ 2007,virus,540567,false,false
Procyon lotor polyomavirus 1,Procyon lotor polyomavirus 1,virus,1891742,false,false
Procyon lotor polyomavirus 2,Procyon lotor polyomavirus 2,virus,2560649,false,false
Pirital mammarenavirus,Pirital mammarenavirus,virus,49891,false,false
Urucuri phlebovirus,Urucuri phlebovirus,virus,2734482,false,false
Rodent deltavirus,Rodent deltavirus,virus,2751480,false,false
Cape sugarbird pox virus,Cape sugarbird pox virus,virus,1692171,false,false
Sifaka hepacivirus,Sifaka hepacivirus,virus,2490447,false,false
Sifaka pegivirus,Sifaka pegivirus,virus,2490446,false,false
Wenling pesti-like virus 2,Wenling pesti-like virus 2,virus,2116478,false,false
Wenling shark virus,Wenling shark virus,virus,1746066,false,false
Proteus phage 1,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage 10,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage 2,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage 2207-N35,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage 3H10_20,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage 7,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage ASh-2020a,Micropterus dolomieu adomavirus 1,virus,2744370,true,true
Proteus phage M4H10_20,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage Mydo,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage Myduc,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage P16-2532,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage PM2,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage PM87,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage PmP19,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage pPM_01,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage Privateer,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage Saba,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage vB_PmiM_Pm5461,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Proteus phage Vb_PmiP-P59,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Proteus phage vB_PmiP_RS10pmA,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Proteus phage vB_PmiP_RS1pmA,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Proteus phage vB_PmiP_RS51pmB,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Proteus phage vB_PmiP_RS8pmA,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Proteus phage VTCCBPA139,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus virus Isfahan,Rabies virus India,virus,445790,true,true
Proteus virus PM116,Frijoles virus VP-161A,virus,426788,true,true
Proteus virus PM135,Potato virus P,virus,329164,true,true
Proteus virus PM16,Rabies virus PM,virus,11297,true,true
Proteus virus Pm5460,Potexvirus ST4,virus,535598,true,true
Proteus virus PM75,Rabies virus PM,virus,11297,true,true
Proteus virus PM85,Rabies virus PM,virus,11297,true,true
Proteus virus PM93,Rabies virus PM,virus,11297,true,true
Proteus virus Stubb,Potato virus S,virus,12169,true,true
Proteus phage phiP4-3,Thermoproteus tenax virus 1,virus,10479,true,true
Proteus phage vB_PvuS_Pm34,Acinetobacter phage vB_AbaP_APK26,virus,2797420,true,true
Avipoxvirus 2017,Avipoxvirus 2017,virus,2019388,false,false
Emydid herpesvirus 1,Emydid herpesvirus 1,virus,1495287,false,false
False killer whale alphaherpesvirus,False killer whale alphaherpesvirus,virus,655486,false,false
Psittacara leucophthalmus chapparvovirus,Psittacara leucophthalmus chapparvovirus,virus,2604335,false,false
Southern Psittacara leucophthalmus aviadenovirus,Southern Psittacara leucophthalmus aviadenovirus,virus,2604330,false,false
Plum headed parakeet adenovirus 1,Plum headed parakeet adenovirus 1,virus,461346,false,false
Psittacid herpesvirus 5,Psittacid herpesvirus 5,virus,2661901,false,false
Parrot bornavirus 6,Parrot bornavirus 6,virus,1885655,false,false
Psittacine orthoreovirus AGPReo1983,Psittacine orthoreovirus AGPReo1983,virus,489824,false,false
Thetapapillomavirus 1,Thetapapillomavirus 1,virus,197772,false,false
Bat coronavirus 2265/Philippines/2010,Bat coronavirus 2265/Philippines/2010,virus,1117224,false,false
Pteronotus alitonus betaherpesvirus 1,Pteronotus alitonus betaherpesvirus 1,virus,2737726,false,false
Bat coronavirus P.davyi49/Mexico/2012,Bat coronavirus P.davyi49/Mexico/2012,virus,1379867,false,false
Pteronotus davyi polyomavirus 1,Pteronotus davyi polyomavirus 1,virus,1891773,false,false
Bat Paramyxovirus Pte_par/KCR245H/CR/2010,Bat Paramyxovirus Pte_par/KCR245H/CR/2010,virus,1112328,false,false
Bat Paramyxovirus Pte_par/KCR245M/CR/2010,Bat Paramyxovirus Pte_par/KCR245M/CR/2010,virus,1112326,false,false
Bat Paramyxovirus Pte_par/KCR370/CR/2010,Bat Paramyxovirus Pte_par/KCR370/CR/2010,virus,1112327,false,false
Betacoronavirus BtCoV/KCR15/Pte_par/CRC/2012,Betacoronavirus BtCoV/KCR15/Pte_par/CRC/2012,virus,1346291,false,false
Betacoronavirus BtCoV/KCR155/Pte_par/CRC/2012,Betacoronavirus BtCoV/KCR155/Pte_par/CRC/2012,virus,1346292,false,false
Betacoronavirus BtCoV/KCR180/Pte_par/CRC/2012,Betacoronavirus BtCoV/KCR180/Pte_par/CRC/2012,virus,1346293,false,false
Betacoronavirus BtCoV/KCR22/Pte_par/CRC/2012,Betacoronavirus BtCoV/KCR22/Pte_par/CRC/2012,virus,1346294,false,false
Coronavirus BtCoV/KCR230/Pte_par/CRC/2010,Coronavirus BtCoV/KCR230/Pte_par/CRC/2010,virus,1269301,false,false
Coronavirus BtCoV/KCR370/Pte_par/CRC/2011,Coronavirus BtCoV/KCR370/Pte_par/CRC/2011,virus,1269308,false,false
Coronavirus BtCoV/OCR11/Pte_par/CRC/2011,Coronavirus BtCoV/OCR11/Pte_par/CRC/2011,virus,1269318,false,false
Coronavirus Mex_CoV-10,Coronavirus Mex_CoV-10,virus,1289545,false,false
Coronavirus PREDICT CoV-10,Coronavirus PREDICT CoV-10,virus,2042537,false,false
