Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Rank of Last Change,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
108,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Cricetid gammaherpesvirus 2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901509
109,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Human gammaherpesvirus 8,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901510
110,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 5,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901511
111,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 8,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906407
112,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 11,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906408
113,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Macacine gammaherpesvirus 12,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906409
114,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Murid gammaherpesvirus 4,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901512
115,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Murid gammaherpesvirus 7,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901513
116,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,,Saimiriine gammaherpesvirus 2,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901514
117,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,,,Equid gammaherpesvirus 7,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901516
118,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,,,Phocid gammaherpesvirus 2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901517
119,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,Gammaherpesvirinae,,,Saguinine gammaherpesvirus 1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901518
120,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Herpesviridae,,,,Iguanid herpesvirus 2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901521
121,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Malacoherpesviridae,,Aurivirus,,Haliotid herpesvirus 1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901525
122,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Malacoherpesviridae,,Ostreavirus,,Ostreid herpesvirus 1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201901527
123,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Salmonella virus SKML39,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905465
124,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Agtrevirus,,Shigella virus AG3,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900534
125,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Limestonevirus,,Dickeya virus Limestone,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900521
126,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Aglimvirinae,Limestonevirus,,Dickeya virus RC2014,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905467
127,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus CBA120,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900522
128,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Escherichia virus PhaxI,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900524
129,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus 38,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905470
130,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus Det7,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900525
131,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus GG32,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905471
132,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus PM10,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905472
133,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SFP10,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900528
134,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SH19,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900529
135,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,Cvivirinae,Kuttervirus,,Salmonella virus SJ3,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900531
136,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,Taipeivirus,,Escherichia virus KWBSE43-6,0,dsDNA,species,"New,",35,2019.090B.zip,ICTVonline=201908037
137,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,Taipeivirus,,Klebsiella virus 0507KN21,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.090B.zip,ICTVonline=201905476
138,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,Taipeivirus,,Klebsiella virus KpS110,0,dsDNA,species,"New,",35,2019.090B.zip,ICTVonline=201908040
139,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,Taipeivirus,,Klebsiella virus May,0,dsDNA,species,"New,",35,2019.090B.zip,ICTVonline=201908038
140,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,Taipeivirus,,Klebsiella virus Menlow,0,dsDNA,species,"New,",35,2019.090B.zip,ICTVonline=201908039
141,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,Taipeivirus,,Serratia virus IME250,0,dsDNA,species,"Moved,",35,2019.090B.zip,ICTVonline=201905477
142,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,,,Erwinia virus Ea2809,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905475
143,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Ackermannviridae,,,,Serratia virus MAM1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201905478
144,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Daemvirus,,Acinetobacter virus Acibel007,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908513
145,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus AB3,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900543
146,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus AbKT21III,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908507
147,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus Abp1,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900544
148,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus Aci07,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908506
149,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus Aci08,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908505
150,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus AS11,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906909
151,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus AS12,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906910
152,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus Fri1,1,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900545
153,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus IME200,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900546
154,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus PD6A3,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900547
155,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus PDAB9,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900548
156,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus phiAB1,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900549
157,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus SH-Ab 15519,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906911
158,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus SWHAb1,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908508
159,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus SWHAb3,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908509
160,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acinetobacter virus WCHABP5,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906908
161,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus B1,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906903
162,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus B2,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906904
163,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus B5,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906905
164,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus D2,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906912
165,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus P1,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906906
166,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus P2,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906907
167,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Friunavirus,,Acintetobacter virus phiAB6,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906913
168,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Beijerinckvirinae,Pettyvirus,,Acinetobacter virus Petty,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908511
169,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Gutovirus,,Vibrio virus Vc1,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908634
170,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Kaohsiungvirus,,Vibrio virus A318,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908619
171,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Kaohsiungvirus,,Vibrio virus AS51,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908620
172,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Kaohsiungvirus,,Vibrio virus Vp670,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908621
173,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Murciavirus,,Marinomonas virus CB5A,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908624
174,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Murciavirus,,Marinomonas virus CPP1m,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908623
175,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Trungvirus,,Vibrio virus VEN,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908632
176,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Uliginvirus,,Pseudomonas virus Achelous,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908628
177,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Uliginvirus,,Pseudomonas virus Alpheus,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908629
178,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Uliginvirus,,Pseudomonas virus Nerthus,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908627
179,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Uliginvirus,,Pseudomonas virus Njord,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908626
180,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Colwellvirinae,Uliginvirus,,Pseudomonas virus uligo,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908630
181,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Kantovirus,,Pseudomonas virus C171,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908569
182,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Kotilavirus,,Pectobacterium virus PP16,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908557
183,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Kotilavirus,,Pectobacterium virus PPWS1,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908555
184,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Kotilavirus,,Pectobacterium virus PPWS2,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908556
185,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus CB5,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906925
186,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Clickz,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908561
187,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus fM1,1,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906924
188,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Gaspode,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908558
189,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Khlen,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908562
190,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Koot,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908563
191,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Lelidair,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908559
192,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Nobby,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908560
193,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Peat1,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906926
194,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Phoria,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908564
195,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus PP90,0,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201906927
196,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Phimunavirus,,Pectobacterium virus Zenivior,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908565
197,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Corkvirinae,Stompvirus,,Dickeya virus BF25-12,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908567
198,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Kirikabuvirus,,Pseudomonas virus NV3,1,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908534
199,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus 130-113,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908528
200,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus 15pyo,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908527
201,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus Ab05,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908526
202,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus ABTNL,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908522
203,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus DL62,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908523
204,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus kF77,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908519
205,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus LKD16,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908515
206,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus LUZ19,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908516
207,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus MPK6,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908521
208,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus MPK7,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908520
209,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus NFS,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908524
210,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus PAXYB1,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908525
211,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus phiKMV,1,dsDNA,class,"Moved,",35,2019.103B.zip,ICTVonline=201900571
212,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus PT2,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908518
213,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Autographiviridae,Krylovirinae,Phikmvvirus,,Pseudomonas virus PT5,0,dsDNA,species,"New,",35,2019.103B.zip,ICTVonline=201908517
